lambda_nm,Au_re_lerer,Au_im_lerer,Cu_re_lerer,Cu_im_lerer,Au_re_jc,Au_im_jc,Cu_re_jc,Cu_im_jc,cu_lerer_extrapolated
4.040000000000000000e+02,-1.100134999999999863e+00,-6.458712000000000231e+00,7.083461538461577334e-01,-6.774984615384617825e+00,-1.671316981132075385e+00,-5.729975471698113054e+00,-2.941526415094339875e+00,-5.612641509433961673e+00,1.000000000000000000e+00
4.060000000000000000e+02,-1.113326999999999956e+00,-6.443063999999999680e+00,5.962692307692307736e-01,-6.763476923076915170e+00,-1.677958490566037852e+00,-5.727271069182390484e+00,-3.004079874213837265e+00,-5.620654088050314634e+00,1.000000000000000000e+00
4.080000000000000000e+02,-1.127113000000000476e+00,-6.434616000000000113e+00,4.841923076923109193e-01,-6.751969230769226726e+00,-1.684599999999999653e+00,-5.724566666666666137e+00,-3.066633333333332878e+00,-5.628666666666665819e+00,1.000000000000000000e+00
4.100000000000000000e+02,-1.136968000000000423e+00,-6.422874000000000194e+00,3.721153846153910649e-01,-6.740461538461531177e+00,-1.691241509433962120e+00,-5.721862264150943567e+00,-3.129186792452830268e+00,-5.636679245283018780e+00,1.000000000000000000e+00
4.120000000000000000e+02,-1.146805000000000518e+00,-6.411132000000000275e+00,2.600384615384641052e-01,-6.728953846153842733e+00,-1.697883018867924587e+00,-5.719157861635219220e+00,-3.191740251572326770e+00,-5.644691823899369965e+00,1.000000000000000000e+00
4.140000000000000000e+02,-1.159893000000000729e+00,-6.395475999999999495e+00,1.479615384615442508e-01,-6.717446153846154289e+00,-1.701793023255813830e+00,-5.714624418604651090e+00,-3.253485465116278785e+00,-5.654482558139534376e+00,1.000000000000000000e+00
4.160000000000000000e+02,-1.154692000000000274e+00,-6.377855999999999526e+00,3.588461538461018563e-02,-6.705938461538458739e+00,-1.700630232558139499e+00,-5.706694186046511241e+00,-3.313729651162790724e+00,-5.667575581395349005e+00,1.000000000000000000e+00
4.180000000000000000e+02,-1.156662999999999997e+00,-6.359615999999999936e+00,-7.619230769230256328e-02,-6.694430769230770295e+00,-1.699467441860465167e+00,-5.698763953488372280e+00,-3.373973837209302218e+00,-5.680668604651162745e+00,1.000000000000000000e+00
4.200000000000000000e+02,-1.154725000000000446e+00,-6.338147999999999449e+00,-1.882692307692295230e-01,-6.682923076923074746e+00,-1.698304651162790613e+00,-5.690833720930232431e+00,-3.434218023255813712e+00,-5.693761627906976486e+00,1.000000000000000000e+00
4.220000000000000000e+02,-1.152786999999999562e+00,-6.316715999999999553e+00,-3.003461538461564828e-01,-6.671415384615386301e+00,-1.697141860465116281e+00,-5.682903488372092582e+00,-3.494462209302325650e+00,-5.706854651162791114e+00,1.000000000000000000e+00
4.240000000000000000e+02,-1.154735999999999319e+00,-6.298560000000000159e+00,-4.124230769230621263e-01,-6.659907692307683647e+00,-1.695979069767441949e+00,-5.674973255813953621e+00,-3.554706395348837589e+00,-5.719947674418604855e+00,1.000000000000000000e+00
4.260000000000000000e+02,-1.149556999999999718e+00,-6.281076000000000548e+00,-5.244999999999961915e-01,-6.648399999999995202e+00,-1.694816279069767395e+00,-5.667043023255814660e+00,-3.614950581395349083e+00,-5.733040697674418595e+00,1.000000000000000000e+00
4.280000000000000000e+02,-1.150847999999999427e+00,-6.255863999999999869e+00,-6.365769230769231513e-01,-6.636892307692306758e+00,-1.693653488372092841e+00,-5.659112790697674811e+00,-3.675194767441860577e+00,-5.746133720930232336e+00,1.000000000000000000e+00
4.300000000000000000e+02,-1.157906999999999798e+00,-6.215875999999999735e+00,-7.486538461538430056e-01,-6.625384615384618314e+00,-1.692490697674418509e+00,-5.651182558139534962e+00,-3.735438953488372071e+00,-5.759226744186046965e+00,1.000000000000000000e+00
4.320000000000000000e+02,-1.161040999999999546e+00,-6.172800000000000509e+00,-8.607307692307628599e-01,-6.613876923076922765e+00,-1.697111764705882209e+00,-5.622244117647059447e+00,-3.784139705882353155e+00,-5.775889705882353731e+00,1.000000000000000000e+00
4.340000000000000000e+02,-1.164126999999999690e+00,-6.129863999999999535e+00,-9.728076923076898197e-01,-6.602369230769227215e+00,-1.703660784313725252e+00,-5.586302941176471748e+00,-3.828992647058823806e+00,-5.793742647058823358e+00,1.000000000000000000e+00
4.360000000000000000e+02,-1.170336000000000265e+00,-6.083230000000000359e+00,-1.084884615384616779e+00,-6.590861538461531666e+00,-1.710209803921568739e+00,-5.550361764705883161e+00,-3.873845588235294457e+00,-5.811595588235293874e+00,1.000000000000000000e+00
4.380000000000000000e+02,-1.177140999999999771e+00,-6.043740000000000556e+00,-1.196961538461536634e+00,-6.579353846153843222e+00,-1.716758823529411782e+00,-5.514420588235294574e+00,-3.918698529411765108e+00,-5.829448529411765278e+00,1.000000000000000000e+00
4.400000000000000000e+02,-1.180058999999999969e+00,-6.001219999999999999e+00,-1.309038461538456488e+00,-6.567846153846154778e+00,-1.723307843137254824e+00,-5.478479411764705986e+00,-3.963551470588235759e+00,-5.847301470588234906e+00,1.000000000000000000e+00
4.420000000000000000e+02,-1.182928999999999675e+00,-5.958840000000000359e+00,-1.421115384615383448e+00,-6.556338461538459228e+00,-1.729856862745098089e+00,-5.442538235294117399e+00,-4.008404411764706410e+00,-5.865154411764706310e+00,1.000000000000000000e+00
4.440000000000000000e+02,-1.200600000000000112e+00,-5.890697999999999546e+00,-1.533192307692303302e+00,-6.544830769230770784e+00,-1.736405882352941354e+00,-5.406597058823529700e+00,-4.053257352941177061e+00,-5.883007352941176826e+00,1.000000000000000000e+00
4.460000000000000000e+02,-1.223438999999999943e+00,-5.808439999999999159e+00,-1.645269230769223157e+00,-6.533323076923075234e+00,-1.742954901960784397e+00,-5.370655882352942001e+00,-4.098110294117647712e+00,-5.900860294117647342e+00,1.000000000000000000e+00
4.480000000000000000e+02,-1.248900999999999595e+00,-5.722859999999999836e+00,-1.757346153846150116e+00,-6.521815384615386790e+00,-1.749503921568627440e+00,-5.334714705882352526e+00,-4.142963235294118363e+00,-5.918713235294118746e+00,1.000000000000000000e+00
4.500000000000000000e+02,-1.270879999999999566e+00,-5.641511999999999638e+00,-1.869423076923077076e+00,-6.510307692307687688e+00,-1.756052941176470483e+00,-5.298773529411764827e+00,-4.187816176470589014e+00,-5.936566176470588374e+00,1.000000000000000000e+00
4.520000000000000000e+02,-1.295415999999999457e+00,-5.556869999999999976e+00,-1.981500000000000483e+00,-6.498799999999995691e+00,-1.755979024390243559e+00,-5.259086829268292185e+00,-4.229184390243903024e+00,-5.958706829268292537e+00,1.000000000000000000e+00
4.540000000000000000e+02,-1.316535000000000011e+00,-5.476432000000000855e+00,-2.093576923076923890e+00,-6.487292307692303694e+00,-1.750486341463414419e+00,-5.216335609756097114e+00,-4.267701463414634411e+00,-5.984355609756097927e+00,1.000000000000000000e+00
4.560000000000000000e+02,-1.340145000000000142e+00,-5.392727999999999966e+00,-2.205653846153843745e+00,-6.475784615384615250e+00,-1.744993658536585279e+00,-5.173584390243902931e+00,-4.306218536585366685e+00,-6.010004390243903316e+00,1.000000000000000000e+00
4.580000000000000000e+02,-1.363275000000000237e+00,-5.309500000000000774e+00,-2.317730769230767152e+00,-6.464276923076923254e+00,-1.739500975609756139e+00,-5.130833170731706971e+00,-4.344735609756098071e+00,-6.035653170731707817e+00,1.000000000000000000e+00
4.600000000000000000e+02,-1.388759999999999994e+00,-5.223061999999999649e+00,-2.429807692307690559e+00,-6.452769230769231257e+00,-1.734008292682926999e+00,-5.088081951219512788e+00,-4.383252682926830346e+00,-6.061301951219512318e+00,1.000000000000000000e+00
4.620000000000000000e+02,-1.429428000000000809e+00,-5.131695999999999813e+00,-2.541884615384613966e+00,-6.441261538461539260e+00,-1.728515609756097637e+00,-5.045330731707316829e+00,-4.421769756097561732e+00,-6.086950731707317708e+00,1.000000000000000000e+00
4.640000000000000000e+02,-1.465599000000000096e+00,-5.038000000000000256e+00,-2.653961538461537373e+00,-6.429753846153843710e+00,-1.723022926829268275e+00,-5.002579512195121758e+00,-4.460286829268293118e+00,-6.112599512195122209e+00,1.000000000000000000e+00
4.660000000000000000e+02,-1.500960000000000294e+00,-4.944808000000000092e+00,-2.766038461538464333e+00,-6.418246153846155266e+00,-1.717530243902439135e+00,-4.959828292682926687e+00,-4.498803902439025393e+00,-6.138248292682927598e+00,1.000000000000000000e+00
4.680000000000000000e+02,-1.536484999999999657e+00,-4.858427999999999969e+00,-2.878115384615384187e+00,-6.406738461538459717e+00,-1.712037560975609773e+00,-4.917077073170731616e+00,-4.537320975609756779e+00,-6.163897073170732099e+00,1.000000000000000000e+00
4.700000000000000000e+02,-1.570256000000000096e+00,-4.766189999999999927e+00,-2.990192307692304041e+00,-6.395230769230764167e+00,-1.706544878048780634e+00,-4.874325853658536545e+00,-4.575838048780488165e+00,-6.189545853658536601e+00,1.000000000000000000e+00
4.720000000000000000e+02,-1.603216999999999892e+00,-4.674456000000000166e+00,-3.102269230769227448e+00,-6.383723076923075723e+00,-1.716796326530612982e+00,-4.819131428571427733e+00,-4.614626122448980183e+00,-6.208692653061223865e+00,1.000000000000000000e+00
4.740000000000000000e+02,-1.638975000000000293e+00,-4.585767999999999844e+00,-3.214346153846150855e+00,-6.372215384615383726e+00,-1.763784081632653766e+00,-4.734902857142856192e+00,-4.654046530612245824e+00,-6.212668163265306021e+00,1.000000000000000000e+00
4.760000000000000000e+02,-1.670304000000000233e+00,-4.495000000000000107e+00,-3.326423076923077815e+00,-6.360707692307695282e+00,-1.810771836734694551e+00,-4.650674285714284650e+00,-4.693466938775511466e+00,-6.216643673469387288e+00,1.000000000000000000e+00
4.780000000000000000e+02,-1.739520000000000399e+00,-4.394312000000000218e+00,-3.438499999999997669e+00,-6.349199999999999733e+00,-1.857759591836735336e+00,-4.566445714285713997e+00,-4.732887346938776219e+00,-6.220619183673469443e+00,1.000000000000000000e+00
4.800000000000000000e+02,-1.839464999999999906e+00,-4.283927999999999514e+00,-3.550576923076921076e+00,-6.337692307692307736e+00,-1.904747346938776342e+00,-4.482217142857142456e+00,-4.772307755102041860e+00,-6.224594693877550711e+00,1.000000000000000000e+00
4.820000000000000000e+02,-1.935839999999999783e+00,-4.166941999999999702e+00,-3.662653846153844484e+00,-6.326184615384612187e+00,-1.951735102040816905e+00,-4.397988571428570026e+00,-4.811728163265306613e+00,-6.228570204081631978e+00,1.000000000000000000e+00
4.840000000000000000e+02,-2.031182999999999961e+00,-4.055255999999999972e+00,-3.774730769230767891e+00,-6.314676923076921966e+00,-1.998722857142857912e+00,-4.313759999999999373e+00,-4.851148571428572254e+00,-6.232545714285714133e+00,1.000000000000000000e+00
4.860000000000000000e+02,-2.124263999999999708e+00,-3.942889999999999784e+00,-3.886807692307691298e+00,-6.303169230769229969e+00,-2.045710612244898474e+00,-4.229531428571427831e+00,-4.890568979591837007e+00,-6.236521224489795401e+00,1.000000000000000000e+00
4.880000000000000000e+02,-2.211439999999999628e+00,-3.827741999999999756e+00,-3.998884615384612928e+00,-6.291661538461537972e+00,-2.092698367346939481e+00,-4.145302857142856290e+00,-4.929989387755102648e+00,-6.240496734693877556e+00,1.000000000000000000e+00
4.900000000000000000e+02,-2.299987000000000670e+00,-3.714083999999999719e+00,-4.110961538461538112e+00,-6.280153846153844199e+00,-2.139686122448980043e+00,-4.061074285714284748e+00,-4.969409795918368289e+00,-6.244472244897958824e+00,1.000000000000000000e+00
4.920000000000000000e+02,-2.384576000000000473e+00,-3.594120000000000203e+00,-4.223038461538459742e+00,-6.268646153846150426e+00,-2.186673877551021050e+00,-3.976845714285713651e+00,-5.008830204081633930e+00,-6.248447755102040979e+00,1.000000000000000000e+00
4.940000000000000000e+02,-2.468520999999999965e+00,-3.479159999999999808e+00,-4.335115384615383149e+00,-6.257138461538461982e+00,-2.233661632653062057e+00,-3.892617142857142110e+00,-5.048250612244898683e+00,-6.252423265306122246e+00,1.000000000000000000e+00
4.960000000000000000e+02,-2.553885000000000183e+00,-3.365348000000000006e+00,-4.447192307692306557e+00,-6.245630769230769985e+00,-2.284971600000001768e+00,-3.807671199999999256e+00,-5.086994400000000915e+00,-6.255794799999999434e+00,1.000000000000000000e+00
4.980000000000000000e+02,-2.707968000000000597e+00,-3.302624000000000226e+00,-4.559269230769231740e+00,-6.234123076923076212e+00,-2.418403600000001763e+00,-3.709095199999998815e+00,-5.112882400000000160e+00,-6.247690799999999101e+00,1.000000000000000000e+00
5.000000000000000000e+02,-2.860000000000000320e+00,-3.240450000000000053e+00,-4.671346153846151594e+00,-6.222615384615381551e+00,-2.551835600000001758e+00,-3.610519199999998818e+00,-5.138770400000000294e+00,-6.239586799999999656e+00,1.000000000000000000e+00
5.020000000000000000e+02,-3.013458999999999666e+00,-3.171299999999999564e+00,-4.783423076923075890e+00,-6.211107692307692218e+00,-2.685267600000001753e+00,-3.511943199999998821e+00,-5.164658400000000427e+00,-6.231482800000000211e+00,1.000000000000000000e+00
5.040000000000000000e+02,-3.166576000000000057e+00,-3.098910000000000053e+00,-4.895499999999999297e+00,-6.199599999999999334e+00,-2.818699600000001304e+00,-3.413367199999998824e+00,-5.190546400000000560e+00,-6.223378799999998989e+00,1.000000000000000000e+00
5.060000000000000000e+02,-3.319351000000000163e+00,-3.023280000000000189e+00,-5.007576923076923592e+00,-6.188092307692307337e+00,-2.952131600000001743e+00,-3.314791199999999272e+00,-5.216434400000000693e+00,-6.215274799999999544e+00,1.000000000000000000e+00
5.080000000000000000e+02,-3.471784000000000869e+00,-2.944409999999999972e+00,-5.119653846153845222e+00,-6.176584615384615340e+00,-3.085563600000001738e+00,-3.216215199999999275e+00,-5.242322400000000826e+00,-6.207170800000000099e+00,1.000000000000000000e+00
5.100000000000000000e+02,-3.622463999999999018e+00,-2.866359999999999353e+00,-5.231730769230769518e+00,-6.165076923076922455e+00,-3.218995600000002177e+00,-3.117639199999999278e+00,-5.268210400000000959e+00,-6.199066799999999766e+00,1.000000000000000000e+00
5.120000000000000000e+02,-3.774272999999999989e+00,-2.781064000000000203e+00,-5.343807692307692037e+00,-6.153569230769230458e+00,-3.352427600000001728e+00,-3.019063199999998837e+00,-5.294098400000000204e+00,-6.190962799999999433e+00,1.000000000000000000e+00
5.140000000000000000e+02,-3.925740000000000673e+00,-2.692528000000000254e+00,-5.455884615384615444e+00,-6.142061538461537573e+00,-3.485859600000001279e+00,-2.920487199999998840e+00,-5.319986400000000337e+00,-6.182858799999999100e+00,1.000000000000000000e+00
5.160000000000000000e+02,-4.081088000000000271e+00,-2.601984000000000297e+00,-5.567961538461537963e+00,-6.130553846153845576e+00,-3.619291600000001718e+00,-2.821911199999998843e+00,-5.345874400000000470e+00,-6.174754799999999655e+00,1.000000000000000000e+00
5.180000000000000000e+02,-4.251290999999999265e+00,-2.553739999999999899e+00,-5.680038461538461370e+00,-6.119046153846153580e+00,-3.752723600000001714e+00,-2.723335199999998846e+00,-5.371762400000000603e+00,-6.166650799999999322e+00,0.000000000000000000e+00
5.200000000000000000e+02,-4.433713000000000015e+00,-2.514815999999999718e+00,-5.792115384615384777e+00,-6.107538461538461583e+00,-3.886155600000001265e+00,-2.624759199999998849e+00,-5.397650399999999848e+00,-6.158546799999998989e+00,0.000000000000000000e+00
5.220000000000000000e+02,-4.621477000000000501e+00,-2.478636000000000283e+00,-5.904192307692307295e+00,-6.096030769230768698e+00,-4.021488447653431386e+00,-2.561771480144404034e+00,-5.416892779783393230e+00,-6.119247292418770634e+00,0.000000000000000000e+00
5.240000000000000000e+02,-4.808042999999999623e+00,-2.434124000000000176e+00,-6.016269230769230703e+00,-6.084523076923076701e+00,-4.158376534296030158e+00,-2.527901444043321177e+00,-5.430697833935018259e+00,-6.054424187725631512e+00,0.000000000000000000e+00
5.260000000000000000e+02,-5.000174999999998704e+00,-2.392431999999999892e+00,-6.128346153846154110e+00,-6.073015384615383816e+00,-4.295264620938629818e+00,-2.494031407942237877e+00,-5.444502888086642400e+00,-5.989601083032490614e+00,0.000000000000000000e+00
5.280000000000000000e+02,-5.189880000000001381e+00,-2.346998000000000140e+00,-6.240423076923076628e+00,-6.061507692307691819e+00,-4.432152707581227702e+00,-2.460161371841155020e+00,-5.458307942238267430e+00,-5.924777978339349715e+00,0.000000000000000000e+00
5.300000000000000000e+02,-5.382643999999999984e+00,-2.294160000000000199e+00,-6.352500000000000036e+00,-6.049999999999999822e+00,-4.569040794223827362e+00,-2.426291335740072164e+00,-5.472112996389892459e+00,-5.859954873646208817e+00,0.000000000000000000e+00
5.320000000000000000e+02,-5.581307999999999048e+00,-2.244256000000000029e+00,-6.472700000000000564e+00,-6.026693333333333236e+00,-4.705928880866426134e+00,-2.392421299638988863e+00,-5.485918050541516600e+00,-5.795131768953067919e+00,0.000000000000000000e+00
5.340000000000000000e+02,-5.777320999999998818e+00,-2.190719999999999779e+00,-6.592900000000000205e+00,-6.003386666666666649e+00,-4.842816967509025794e+00,-2.358551263537906006e+00,-5.499723104693140741e+00,-5.730308664259927909e+00,0.000000000000000000e+00
5.360000000000000000e+02,-5.981248000000000786e+00,-2.130414000000000030e+00,-6.713099999999999845e+00,-5.980080000000000062e+00,-4.979705054151624566e+00,-2.324681227436823150e+00,-5.513528158844765770e+00,-5.665485559566787899e+00,0.000000000000000000e+00
5.380000000000000000e+02,-6.181479000000000390e+00,-2.071439999999999948e+00,-6.833299999999999486e+00,-5.956773333333333476e+00,-5.116593140794224226e+00,-2.290811191335740293e+00,-5.527333212996390799e+00,-5.600662454873646112e+00,0.000000000000000000e+00
5.400000000000000000e+02,-6.359404999999999752e+00,-2.032188000000000105e+00,-6.953499999999999126e+00,-5.933466666666666889e+00,-5.253481227436822998e+00,-2.256941155234657437e+00,-5.541138267148014052e+00,-5.535839350180506102e+00,0.000000000000000000e+00
5.420000000000000000e+02,-6.509460999999999942e+00,-2.013180000000000192e+00,-7.073700000000000543e+00,-5.910160000000000302e+00,-5.390369314079421770e+00,-2.223071119133574136e+00,-5.554943321299639081e+00,-5.471016245487366092e+00,0.000000000000000000e+00
5.440000000000000000e+02,-6.655740000000000656e+00,-1.992512000000000061e+00,-7.193899999999999295e+00,-5.886853333333333715e+00,-5.527257400722021430e+00,-2.189201083032491280e+00,-5.568748375451264110e+00,-5.406193140794224306e+00,0.000000000000000000e+00
5.460000000000000000e+02,-6.808620000000000339e+00,-1.971728000000000147e+00,-7.314239999999999853e+00,-5.864786666666667259e+00,-5.664145487364620202e+00,-2.155331046931408423e+00,-5.582553429602888251e+00,-5.341370036101084295e+00,0.000000000000000000e+00
5.480000000000000000e+02,-6.962940000000000573e+00,-1.950048000000000004e+00,-7.434720000000000439e+00,-5.843960000000000932e+00,-5.801033574007218974e+00,-2.121461010830325122e+00,-5.596358483754512392e+00,-5.276546931407944285e+00,0.000000000000000000e+00
5.500000000000000000e+02,-7.117983000000001503e+00,-1.932856000000000130e+00,-7.555199999999999250e+00,-5.823133333333333717e+00,-5.936990746268655528e+00,-2.092460597014925483e+00,-5.651531044776119117e+00,-5.195604477611941441e+00,0.000000000000000000e+00
5.520000000000000000e+02,-7.269759999999999778e+00,-1.908737999999999824e+00,-7.675679999999999836e+00,-5.802306666666666501e+00,-6.072548955223879830e+00,-2.065547164179105000e+00,-5.724432537313432157e+00,-5.107753731343285253e+00,0.000000000000000000e+00
5.540000000000000000e+02,-7.428359999999999630e+00,-1.884442000000000172e+00,-7.796160000000000423e+00,-5.781480000000000175e+00,-6.208107164179104132e+00,-2.038633731343284072e+00,-5.797334029850746084e+00,-5.019902985074628177e+00,0.000000000000000000e+00
5.560000000000000000e+02,-7.588400000000000034e+00,-1.859250000000000069e+00,-7.916640000000000121e+00,-5.760653333333332959e+00,-6.343665373134326657e+00,-2.011720298507463145e+00,-5.870235522388059124e+00,-4.932052238805971101e+00,0.000000000000000000e+00
5.580000000000000000e+02,-7.749879999999999214e+00,-1.833161999999999958e+00,-8.037119999999999820e+00,-5.739826666666667521e+00,-6.479223582089550959e+00,-1.984806865671641996e+00,-5.943137014925372164e+00,-4.844201492537314913e+00,0.000000000000000000e+00
5.600000000000000000e+02,-7.907139000000000806e+00,-1.805540000000000145e+00,-8.157600000000000406e+00,-5.719000000000000306e+00,-6.614781791044775261e+00,-1.957893432835821290e+00,-6.016038507462685203e+00,-4.756350746268657836e+00,0.000000000000000000e+00
5.620000000000000000e+02,-8.070820000000001215e+00,-1.783392000000000088e+00,-8.283613333333333273e+00,-5.684946666666667703e+00,-6.750339999999997787e+00,-1.930980000000000363e+00,-6.088939999999999131e+00,-4.668500000000000760e+00,0.000000000000000000e+00
5.640000000000000000e+02,-8.207135999999998432e+00,-1.757409999999999917e+00,-8.409626666666666139e+00,-5.650893333333332436e+00,-6.885898208955222088e+00,-1.904066567164179435e+00,-6.161841492537313059e+00,-4.580649253731344572e+00,0.000000000000000000e+00
5.660000000000000000e+02,-8.243565000000000254e+00,-1.743747999999999854e+00,-8.535640000000000782e+00,-5.616839999999999833e+00,-7.021456417910447279e+00,-1.877153134328358508e+00,-6.234742985074626986e+00,-4.492798507462687496e+00,0.000000000000000000e+00
5.680000000000000000e+02,-8.280644999999999811e+00,-1.724227999999999872e+00,-8.661653333333333649e+00,-5.582786666666666342e+00,-7.157014626865670692e+00,-1.850239701492537581e+00,-6.307644477611939138e+00,-4.404947761194030420e+00,0.000000000000000000e+00
5.700000000000000000e+02,-8.317175999999999902e+00,-1.710409999999999986e+00,-8.787666666666666515e+00,-5.548733333333332851e+00,-7.292572835820894106e+00,-1.823326268656716653e+00,-6.380545970149252177e+00,-4.317097014925374232e+00,0.000000000000000000e+00
5.720000000000000000e+02,-8.353760999999998660e+00,-1.696519999999999806e+00,-8.913680000000001158e+00,-5.514680000000000248e+00,-7.428131044776118408e+00,-1.796412835820895726e+00,-6.453447462686566993e+00,-4.229246268656718044e+00,0.000000000000000000e+00
5.740000000000000000e+02,-8.390400000000001413e+00,-1.682557999999999998e+00,-9.039693333333334024e+00,-5.480626666666666758e+00,-7.563689253731341822e+00,-1.769499402985075021e+00,-6.526348955223880033e+00,-4.141395522388060968e+00,0.000000000000000000e+00
5.760000000000000000e+02,-8.427092999999997502e+00,-1.668523999999999674e+00,-9.166046666666668230e+00,-5.448159999999999670e+00,-7.699247462686566124e+00,-1.742585970149254315e+00,-6.599250447761193072e+00,-4.053544776119403892e+00,0.000000000000000000e+00
5.780000000000000000e+02,-8.463840000000001140e+00,-1.654417999999999944e+00,-9.292740000000001999e+00,-5.417279999999999873e+00,-7.834805671641789537e+00,-1.715672537313432944e+00,-6.672151940298506112e+00,-3.965694029850747260e+00,0.000000000000000000e+00
5.800000000000000000e+02,-8.500640999999998115e+00,-1.640240000000000142e+00,-9.419433333333333991e+00,-5.386399999999999189e+00,-7.970363880597013839e+00,-1.688759104477612238e+00,-6.745053432835820040e+00,-3.877843283582090628e+00,0.000000000000000000e+00
5.820000000000000000e+02,-8.538049000000000888e+00,-1.620120000000000227e+00,-9.546126666666665983e+00,-5.355520000000000280e+00,-8.105922089552237253e+00,-1.661845671641791311e+00,-6.817954925373133968e+00,-3.789992537313433996e+00,0.000000000000000000e+00
5.840000000000000000e+02,-8.580835000000000434e+00,-1.606332000000000315e+00,-9.672819999999999752e+00,-5.324640000000000484e+00,-8.252281556195963930e+00,-1.644823631123919716e+00,-7.005598847262247020e+00,-3.683613256484151499e+00,0.000000000000000000e+00
5.860000000000000000e+02,-8.617803999999999576e+00,-1.591920000000000002e+00,-9.799513333333331744e+00,-5.293759999999999799e+00,-8.399209510086453889e+00,-1.628322190201729303e+00,-7.199281844380402084e+00,-3.576258789625360812e+00,0.000000000000000000e+00
5.880000000000000000e+02,-8.654827000000000936e+00,-1.577436000000000282e+00,-9.926206666666667289e+00,-5.262880000000000891e+00,-8.546137463976943849e+00,-1.611820749279539111e+00,-7.392964841498558926e+00,-3.468904322766571013e+00,0.000000000000000000e+00
5.900000000000000000e+02,-8.691903999999999186e+00,-1.562880000000000047e+00,-1.005289999999999928e+01,-5.232000000000000206e+00,-8.693065417867433808e+00,-1.595319308357348920e+00,-7.586647838616713990e+00,-3.361549855907781215e+00,0.000000000000000000e+00
5.920000000000000000e+02,-8.729035000000001432e+00,-1.548252000000000184e+00,-1.018472666666666626e+01,-5.187200000000000699e+00,-8.839993371757923768e+00,-1.578817867435158506e+00,-7.780330835734870831e+00,-3.254195389048991416e+00,0.000000000000000000e+00
5.940000000000000000e+02,-8.766220000000000567e+00,-1.533552000000000026e+00,-1.031655333333333147e+01,-5.142399999999999416e+00,-8.986921325648413728e+00,-1.562316426512968537e+00,-7.974013832853025896e+00,-3.146840922190201617e+00,0.000000000000000000e+00
5.960000000000000000e+02,-8.803968000000001126e+00,-1.512824000000000169e+00,-1.044838000000000022e+01,-5.097599999999999909e+00,-9.133849279538903687e+00,-1.545814985590778123e+00,-8.167696829971182737e+00,-3.039486455331411818e+00,0.000000000000000000e+00
5.980000000000000000e+02,-8.841255000000000308e+00,-1.497967999999999966e+00,-1.058020666666666543e+01,-5.052799999999999514e+00,-9.280777233429393647e+00,-1.529313544668587932e+00,-8.361379827089338690e+00,-2.932131988472622020e+00,0.000000000000000000e+00
6.000000000000000000e+02,-8.878596000000001709e+00,-1.483040000000000136e+00,-1.071203333333333418e+01,-5.008000000000000007e+00,-9.427705187319887159e+00,-1.512812103746397741e+00,-8.555062824207494643e+00,-2.824777521613832221e+00,0.000000000000000000e+00
6.020000000000000000e+02,-8.915991000000000000e+00,-1.468040000000000012e+00,-1.084385999999999939e+01,-4.963200000000000500e+00,-9.574633141210377119e+00,-1.496310662824207549e+00,-8.748745821325650596e+00,-2.717423054755042422e+00,0.000000000000000000e+00
6.040000000000000000e+02,-8.953439999999998733e+00,-1.452967999999999815e+00,-1.097568666666666815e+01,-4.918400000000000105e+00,-9.721561095100867078e+00,-1.479809221902017358e+00,-8.942428818443806549e+00,-2.610068587896252623e+00,0.000000000000000000e+00
6.060000000000000000e+02,-8.990942999999999685e+00,-1.437823999999999991e+00,-1.111276666666666735e+01,-4.876400000000000290e+00,-9.868489048991355261e+00,-1.463307780979826944e+00,-9.136111815561960725e+00,-2.502714121037462824e+00,0.000000000000000000e+00
6.080000000000000000e+02,-9.028499999999999304e+00,-1.422607999999999873e+00,-1.125510000000000055e+01,-4.837200000000000166e+00,-1.001541700288184522e+01,-1.446806340057636753e+00,-9.329794812680118454e+00,-2.395359654178673026e+00,0.000000000000000000e+00
6.100000000000000000e+02,-9.066575999999999524e+00,-1.401280000000000081e+00,-1.139743333333333197e+01,-4.798000000000000043e+00,-1.016234495677233696e+01,-1.430304899135446339e+00,-9.523477809798274407e+00,-2.288005187319883227e+00,0.000000000000000000e+00
6.120000000000000000e+02,-9.110288000000000608e+00,-1.386366000000000209e+00,-1.153976666666666695e+01,-4.758799999999999919e+00,-1.030927291066282692e+01,-1.413803458213256370e+00,-9.717160806916430360e+00,-2.180650720461092984e+00,0.000000000000000000e+00
6.140000000000000000e+02,-9.148012999999998840e+00,-1.370916000000000023e+00,-1.168209999999999837e+01,-4.719599999999999795e+00,-1.045620086455331688e+01,-1.397302017291065956e+00,-9.910843804034586313e+00,-2.073296253602303185e+00,0.000000000000000000e+00
6.160000000000000000e+02,-9.185792000000001067e+00,-1.355393999999999988e+00,-1.182443333333333335e+01,-4.680399999999999672e+00,-1.060312881844380684e+01,-1.380800576368875765e+00,-1.010452680115274227e+01,-1.965941786743513608e+00,0.000000000000000000e+00
6.180000000000000000e+02,-9.223624999999998408e+00,-1.339799999999999880e+00,-1.196676666666666833e+01,-4.641200000000000436e+00,-1.074582412177986157e+01,-1.364673067915690652e+00,-1.028906135831382151e+01,-1.915291334894613451e+00,0.000000000000000000e+00
