% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:02"
% Table,Ag strip W=800 nm modes at lam0450nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.4336876924183495+2.943334772993931E-6i,1.4336876924183495+2.943334772993931E-6i,1.4336876924183495,2.943334772993931E-6,2.0529818234186718E-6,20.018056542415952,-3.569614547300767E-4,9.02730362697432E-14,7.958996192802638E-9,2.600273946465749E-12,1.1338431066201017E-5,0.9996620631945624,3.265983743710877E-4
1.443922196297546+4.217019359694742E-6i,1.443922196297546+4.217019359694742E-6i,1.443922196297546,4.217019359694742E-6,2.92053087798489E-6,20.16095717441604,-5.114312442720683E-4,5.238108722397068E-13,3.2077027409662564E-8,8.572593884336282E-12,1.6325152744200037E-5,0.9997165003535736,2.6717449368202756E-4
1.4359331245093727+2.3155627560748503E-5i,1.4359331245093727+2.3155627560748503E-5i,1.4359331245093727,2.3155627560748503E-5,1.6125839821865156E-5,20.049408688910592,-0.002808265840200328,1.3974426652651025E-13,1.5665254558444648E-9,2.251275256088219E-12,8.90705583889125E-5,0.9984760058548973,0.001434923586713874
1.439837354105265+2.386446887928243E-5i,1.439837354105265+2.386446887928243E-5i,1.439837354105265,2.386446887928243E-5,1.6574419889329894E-5,20.103922017872293,-0.0028942326254122186,1.4031201530456787E-13,1.5220339659804937E-9,2.2123836356587133E-12,9.204489834252458E-5,0.9984566280260908,0.0014513270755668617
2.395771234342834+0.20648949642327738i,2.395771234342834+0.20648949642327738i,2.395771234342834,0.20648949642327738,0.08618915423279885,33.451276931080876,-25.04261210992259,2.0300606903884495E-13,6.231008189508517E-13,3.223741938405942E-13,0.1767604815181821,0.5425433895331035,0.28069612894871426
2.3392492968953302+0.21333530844178214i,2.3392492968953302+0.21333530844178214i,2.3392492968953302,0.21333530844178214,0.09119819282404933,32.662081804628706,-25.872857802446518,2.1434495850942875E-13,6.563456064181626E-13,3.4081290626640094E-13,0.1769247580431461,0.5417612264629369,0.28131401549391694
2.242173135835119+0.22544686266135025i,2.242173135835119+0.22544686266135025i,2.242173135835119,0.22544686266135025,0.1005483738334865,31.306642896071104,-27.34172164115337,2.3653289556024484E-13,7.217812765797603E-13,3.7676289598034637E-13,0.17716797120428288,0.5406289223407549,0.2822031064549622
2.0994936026841584+0.24430737783469383i,2.0994936026841584+0.24430737783469383i,2.0994936026841584,0.24430737783469383,0.11636490700536167,29.314460793116975,-29.62908527882317,2.721040851306459E-13,8.270157872580451E-13,4.3423641320472453E-13,0.17745652963188555,0.5393500486665996,0.28319342170151485
1.9021523873931454+0.27322927295897825i,1.9021523873931454+0.27322927295897825i,1.9021523873931454,0.27322927295897825,0.14364215757362767,26.559057627744853,-33.136671929122485,3.352366942117262E-13,1.0148089602138998E-12,5.358026160606017E-13,0.17776440419848424,0.5381180321321672,0.2841175636693486
1.6330880235783929+0.3202034787838621i,1.6330880235783929+0.3202034787838621i,1.6330880235783929,0.3202034787838621,0.19607239423765907,22.80221038906379,-38.83360487738659,4.545436572399191E-13,1.3705563969202989E-12,7.271594789818227E-13,0.17809460649965272,0.5369972681551831,0.2849081253451642
