% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:20"
% Table,Ag strip W=800 nm modes at lam0600nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.4472114117593424+7.296563289534791E-6i,1.4472114117593424+7.296563289534791E-6i,1.4472114117593424,7.296563289534791E-6,5.041808840260956E-6,15.155162464581545,-6.636838944367806E-4,1.3830255963750402E-13,6.058893850471065E-9,2.3377781051185988E-12,2.2817046510736216E-5,0.9995914981773283,3.8568477616091144E-4
1.4210176144569726+9.777087196794669E-6i,1.4210176144569726+9.777087196794669E-6i,1.4210176144569726,9.777087196794669E-6,6.88034201499387E-6,14.880861660665728,-8.893084387170974E-4,9.755105385702836E-14,3.2465731607233028E-9,2.6585132461240897E-12,3.0021905169159745E-5,0.999151805154505,8.181729403258728E-4
1.4392684524155517+1.0773369052872626E-5i,1.4392684524155517+1.0773369052872626E-5i,1.4392684524155517,1.0773369052872626E-5,7.48530896705995E-6,15.071983988840826,-9.799286657967256E-4,2.724088134231309E-13,8.124455346586758E-9,5.177226655277412E-12,3.350701072452862E-5,0.9993296802999876,6.368126892878482E-4
1.4210852571993937+1.713360700489187E-5i,1.4210852571993937+1.713360700489187E-5i,1.4210852571993937,1.713360700489187E-5,1.2056705900009093E-5,14.881570013807922,-0.0015584458835662268,3.53041079731556E-13,6.689849836496879E-9,2.076513417578931E-11,5.260658061747611E-5,0.9968531849327045,0.0030942084866780674
1.419013939295042+2.0556453253499357E-5i,1.419013939295042+2.0556453253499357E-5i,1.419013939295042,2.0556453253499357E-5,1.4486435040737995E-5,14.859879223436055,-0.0018697825825286472,1.1641940565440086E-13,1.843473472842159E-9,5.9261585758577425E-12,6.294587473439561E-5,0.9967328869739622,0.003204167151303479
1.4172297847868696+4.079389227456806E-5i,1.4172297847868696+4.079389227456806E-5i,1.4172297847868696,4.079389227456806E-5,2.8784247065977985E-5,14.84119560111691,-0.0037105481333728017,3.44587753125368E-13,2.752574062998494E-9,7.066121451718104E-12,1.2485132403476214E-4,0.99731494561873,0.0025602030572353896
1.431795592562496+5.50456729813351E-5i,1.431795592562496+5.50456729813351E-5i,1.431795592562496,5.50456729813351E-5,3.8445203538320315E-5,14.993728383455272,-0.005006867639802956,1.400932659297788E-13,8.215440567712885E-10,2.894649812528315E-12,1.6989675935799752E-4,0.9963196445518474,0.0035104586887945376
1.4247881357441952+6.451259887011495E-5i,1.4247881357441952+6.451259887011495E-5i,1.4247881357441952,6.451259887011495E-5,4.527873109809322E-5,14.920346467252866,-0.005867964294884582,1.4632383080796028E-13,7.359110726945483E-10,2.587840145351276E-12,1.9809757586400345E-4,0.996298407083104,0.0035034953410319637
1.743293681873901+0.045866256994376575i,1.743293681873901+0.045866256994376575i,1.743293681873901,0.045866256994376575,0.026310114854012447,18.2557287467485,-4.171922432157357,1.7593483625566078E-13,1.9427424021895734E-12,6.527289648808318E-13,0.06348215431015308,0.7009951842707205,0.23552266141912648
1.5731663357024284+0.05069097331876702i,1.5731663357024284+0.05069097331876702i,1.5731663357024284,0.05069097331876702,0.03222225912693027,16.474159343725077,-4.610771023290227,2.2225881139131593E-13,2.4530902517069338E-12,8.908760838551675E-13,0.06232326962900504,0.6878674650708969,0.24980926530009812
