I_wcm2,lambda_nm,R,T,P,branchA_status
20000000.0,670.0,0.2541015858256845,0.5855592047258329,0.16033920944848257,ok
20000000.0,675.0,0.2527245484283329,0.6012907417950313,0.1459847097766358,ok
20000000.0,680.0,0.24773151245838962,0.6182855651352874,0.13398292240632292,ok
20000000.0,685.0,0.24007769386503558,0.6360801776085784,0.1238421285263861,ok
20000000.0,690.0,0.23058904781132206,0.6542642827414621,0.11514666944721585,ok
20000000.0,695.0,0.21990032928350445,0.6725192567991779,0.10758041391731765,ok
20000000.0,700.0,0.2084847094144433,0.6906036090420758,0.10091168154348085,ok
20000000.0,705.0,0.19664881271956622,0.7082768461181947,0.095074341162239,ok
20000000.0,710.0,0.18432132380371585,0.7249705523737902,0.09070812382249405,ok
20000000.0,715.0,0.17225790408237576,0.7409583144227633,0.08678378149486099,ok
20000000.0,720.0,0.16079689029181363,0.755917099128708,0.08328601057947838,ok
20000000.0,725.0,0.1524726005925083,0.7667821695418774,0.08074522986561428,ok
20000000.0,730.0,0.134684349351581,0.7879700616060437,0.07734558904237532,ok
20000000.0,735.0,0.12050754889578087,0.8052132486482807,0.07427920245593844,ok
20000000.0,740.0,0.10754798579243396,0.8210093753292472,0.07144263887831881,ok
20000000.0,745.0,0.09556118541028695,0.8356363833295357,0.06880243126017738,ok
20000000.0,750.0,0.08444746145238644,0.8492148128496494,0.06633772569796414,ok
20000000.0,755.0,0.07415112337275738,0.8618144260074787,0.06403445061976387,ok
20000000.0,760.0,0.06446722651133549,0.873594227992745,0.061938545495919484,ok
20000000.0,765.0,0.055537706488075135,0.8844610922866343,0.060001201225290623,ok
20000000.0,770.0,0.04737623005735813,0.8944173734269985,0.05820639651564341,ok
20000000.0,775.0,0.03995129524101878,0.9034928965731632,0.05655580818581796,ok
20000000.0,780.0,0.03323282900537564,0.9117119163045774,0.05505525469004702,ok
20000000.0,785.0,0.02719203760787903,0.9190922983165785,0.05371566407554251,ok
20000000.0,790.0,0.021801821093941694,0.9256434425633749,0.05255473634268337,ok
20000000.0,795.0,0.017037825043284,0.931362500314395,0.05159967464232096,ok
20000000.0,800.0,0.012880435182037553,0.9362278942068842,0.050891670611078244,ok
20000000.0,805.0,0.009318405281110071,0.9401881765330875,0.05049341818580244,ok
20000000.0,810.0,0.006355577465741898,0.9431423099551898,0.05050211257906834,ok
20000000.0,815.0,0.004023843673805544,0.94490325465683,0.0510729016693644,ok
20000000.0,820.0,0.0024094936155014735,0.9451270782326336,0.05246342815186489,ok
20000000.0,825.0,0.0017031515260261807,0.9434427451062558,0.05485410336771801,ok
20000000.0,830.0,0.0023927755987252805,0.9383077656603445,0.05929945874093023,ok
20000000.0,835.0,0.005565714535932177,0.926837905650165,0.06759637981390287,ok
20000000.0,840.0,0.014005955447546197,0.9023474553030989,0.08364658924935486,ok
20000000.0,845.0,0.03582310311177706,0.8466872116258078,0.1174896852624151,ok
20000000.0,850.0,0.09772954320032819,0.7047660156922824,0.1975044411073894,ok
20000000.0,855.0,0.26780951315559837,0.3592342626246405,0.3729562242197611,ok
20000000.0,860.0,0.38448076468823267,0.2051727435307484,0.4103464917810189,ok
20000000.0,865.0,0.24042931207406304,0.544141495246479,0.21542919267945793,ok
20000000.0,870.0,0.14355241411272068,0.7410752737955126,0.11537231209176668,ok
20000000.0,875.0,0.09860190779217565,0.8274924322182439,0.07390565998958054,ok
20000000.0,880.0,0.07612514703226424,0.8697418246314279,0.05413302833630784,ok
20000000.0,885.0,0.06394239227933977,0.8927816959000378,0.043275911820622515,ok
20000000.0,890.0,0.057069167328901035,0.9063176798466802,0.03661315282441879,ok
20000000.0,895.0,0.05324361679897892,0.9143686930083175,0.0323876901927036,ok
