lambda_nm,R_Au,T_Au,P_Au,lambda_nm_Cu,R_Cu,T_Cu,P_Cu
720.0,0.007329310591365274,0.9166894150982314,0.07598127431040325,720.0,0.006188173621541183,0.8888250468925503,0.10498677948590851
725.0,0.0168515509579678,0.9067292113072963,0.07641923773473591,725.0,0.014677754571632078,0.8790834771688141,0.1062387682595538
730.0,0.027521576265804707,0.9006403305930626,0.07183809314113265,730.0,0.0265032355556142,0.8721650801589335,0.10133168428545236
735.0,0.039104920684756024,0.8912470248252405,0.06964805449000344,735.0,0.03881078723115036,0.8616808981965791,0.0995083145722705
740.0,0.05465125443096219,0.8760271428466586,0.0693216027223792,740.0,0.055153938477968664,0.8443085081503875,0.10053755337164383
745.0,0.07620626321494499,0.8520990625907415,0.07169467419431352,745.0,0.07781988650767695,0.8161364170562192,0.1060436964361039
750.0,0.10754534657266678,0.8136512435086487,0.07880340991868451,750.0,0.11091119127452541,0.7692592871313072,0.11982952159416738
755.0,0.15632311938994314,0.748119728855632,0.09555715175442481,755.0,0.1622656095416809,0.686771398824805,0.15096299163351412
760.0,0.23923759684036752,0.6254133418832861,0.13534906127634638,760.0,0.24505032472102006,0.5341833584984511,0.22076631678052883
765.0,0.38212216182212655,0.3857987190267041,0.23207911915116936,765.0,0.35621198287435224,0.27793893152617705,0.36584908559947077
770.0,0.510937780076665,0.0873301082837978,0.4017321116395372,770.0,0.3534319495260888,0.14267760678052951,0.5038904436933817
775.0,0.3081024489849381,0.3035134560770402,0.3883840949380217,775.0,0.16593351022285358,0.42462973775767304,0.4094367520194733
780.0,0.0921022342108463,0.66719651431451,0.24070125147464372,780.0,0.048226056836087515,0.6800244707743789,0.2717494723895336
785.0,0.018918172013498758,0.8248496556469338,0.15623217233956743,785.0,0.009347557831191051,0.7975080186421306,0.19314442352667838
790.0,0.0012317003502013732,0.8834325716962792,0.11533572795351943,790.0,0.001523787259735855,0.8466848237736626,0.1517913889666015
795.0,0.0022629794251463418,0.9033826391175492,0.09435438145730446,795.0,0.005685447960920903,0.8648038038848804,0.12951074815419872
800.0,0.011000695997338746,0.9055138460390747,0.08348545796358653,800.0,0.015691731991951816,0.8661241691228108,0.1181840988852374
805.0,0.024448766237801036,0.8965096987415339,0.07904153502066513,805.0,0.03007180339101049,0.8550966799108433,0.11483151669814629
