metal,table,nG,lambda_nm,Re_eps_metal,Im_eps_metal,Re_eps_eff,Im_eps_eff,R,T,A,R_dB
Ag,lerer,221,400.0,-3.772571,0.674700,1.202570,0.567340,0.0008965,0.0000001,0.9991035,-30.475
Ag,lerer,221,405.0,-4.010171,0.695460,1.012937,0.666868,0.0011550,0.0000000,0.9988450,-29.374
Ag,lerer,221,410.0,-4.254971,0.716220,0.793548,0.793236,0.0028953,0.0000000,0.9971047,-25.383
Ag,lerer,221,415.0,-4.494888,0.727434,0.545837,0.938323,0.0073425,0.0000000,0.9926575,-21.342
Ag,lerer,221,420.0,-4.724844,0.723760,0.265398,1.095136,0.0164636,0.0000000,0.9835364,-17.835
Ag,lerer,221,425.0,-4.960045,0.723492,-0.061631,1.304974,0.0318174,0.0000000,0.9681826,-14.973
Ag,lerer,221,430.0,-5.182243,0.725676,-0.413987,1.565761,0.0507885,0.0000000,0.9492115,-12.942
Ag,lerer,221,435.0,-5.394620,0.735648,-0.784393,1.905520,0.0703970,0.0000000,0.9296030,-11.524
Ag,lerer,221,440.0,-5.611227,0.745436,-1.205749,2.361945,0.0904716,0.0000000,0.9095284,-10.435
Ag,lerer,221,445.0,-5.837216,0.750510,-1.700869,2.995178,0.1100292,0.0000000,0.8899708,-9.585
Ag,lerer,221,450.0,-6.078099,0.745940,-2.300188,3.921866,0.1282481,0.0000000,0.8717519,-8.919
Ag,lerer,221,455.0,-6.323752,0.740586,-2.893324,5.308807,0.1397828,0.0000000,0.8602172,-8.545
Ag,lerer,221,460.0,-6.569040,0.734162,-3.249736,7.357804,0.1423789,0.0000000,0.8576211,-8.466
Ag,lerer,221,465.0,-6.802944,0.731360,-2.805366,10.069425,0.1342357,0.0000000,0.8657643,-8.721
Ag,lerer,221,470.0,-7.041153,0.722704,-0.755309,13.254447,0.1179988,0.0000000,0.8820012,-9.281
Ag,lerer,221,475.0,-7.283115,0.718732,3.608311,15.152064,0.0942553,0.0000000,0.9057447,-10.257
Ag,lerer,221,480.0,-7.523355,0.719452,8.307417,13.933988,0.0695914,0.0000000,0.9304086,-11.574
Ag,lerer,221,485.0,-7.755783,0.730456,10.815354,10.879660,0.0494609,0.0000000,0.9505391,-13.057
Ag,lerer,221,490.0,-7.992000,0.735800,11.566533,7.973415,0.0352043,0.0000000,0.9647957,-14.534
Ag,lerer,221,495.0,-8.231484,0.746720,11.321166,5.789706,0.0257221,0.0000000,0.9742779,-15.897
Ag,lerer,221,500.0,-8.491989,0.758420,10.713118,4.194108,0.0194130,0.0000000,0.9805870,-17.119
Ag,lerer,221,505.0,-8.762469,0.770380,10.037284,3.108364,0.0147031,0.0000000,0.9852969,-18.326
Ag,lerer,221,510.0,-9.037181,0.782340,9.416590,2.373360,0.0104786,0.0000000,0.9895214,-19.797
Ag,lerer,221,515.0,-9.316125,0.794300,8.876819,1.860848,0.0067725,0.0000001,0.9932274,-21.692
Ag,lerer,221,520.0,-9.574768,0.799026,8.459655,1.510947,0.0040074,0.0000015,0.9959911,-23.971
Ag,lerer,221,525.0,-9.824128,0.809346,8.107746,1.265369,0.0021066,0.0000110,0.9978824,-26.764
Ag,lerer,221,530.0,-10.076688,0.819666,7.801014,1.073639,0.0010057,0.0000543,0.9989400,-29.975
Ag,lerer,221,535.0,-10.332448,0.829986,7.532492,0.921418,0.0006347,0.0001966,0.9991687,-31.974
Ag,lerer,221,540.0,-10.591665,0.833792,7.298964,0.793189,0.0008812,0.0005926,0.9985261,-30.549
Ag,lerer,221,545.0,-10.860928,0.831096,7.088976,0.681521,0.0015823,0.0015681,0.9968496,-28.007
Ag,lerer,221,550.0,-11.126868,0.827824,6.906120,0.591879,0.0028160,0.0034616,0.9937224,-25.504
Ag,lerer,221,555.0,-11.402512,0.831234,6.736456,0.519826,0.0040224,0.0065431,0.9894345,-23.955
Ag,lerer,221,560.0,-11.681759,0.827640,6.585501,0.455938,0.0057557,0.0115967,0.9826476,-22.399
Ag,lerer,221,565.0,-11.957200,0.830400,6.451344,0.406372,0.0081036,0.0180180,0.9738784,-20.913
Ag,lerer,221,570.0,-12.235600,0.840000,6.328739,0.366926,0.0075575,0.0255339,0.9669086,-21.216
Ag,lerer,221,575.0,-12.510121,0.849360,6.219929,0.333655,0.0116647,0.0337544,0.9545809,-19.331
Ag,lerer,221,580.0,-12.787684,0.858720,6.120398,0.304635,0.0159131,0.0381921,0.9458947,-17.982
Ag,lerer,221,585.0,-13.068289,0.868080,6.029046,0.279176,0.0097104,0.0497598,0.9405298,-20.128
Ag,lerer,221,590.0,-13.351936,0.877440,5.944935,0.256724,0.0163134,0.0573196,0.9263670,-17.875
Ag,lerer,221,595.0,-13.630752,0.901336,5.868208,0.241141,0.0194004,0.0701706,0.9104289,-17.122
Ag,lerer,221,600.0,-13.904985,0.925288,5.798925,0.227534,0.0192290,0.0845129,0.8962581,-17.160
Ag,lerer,221,605.0,-14.182199,0.942000,5.734874,0.213520,0.0204288,0.0879370,0.8916343,-16.898
Ag,lerer,221,610.0,-14.469507,0.966724,5.673182,0.202000,0.0150709,0.0996633,0.8852658,-18.219
Ag,lerer,221,615.0,-14.752008,0.991494,5.617075,0.191836,0.0167755,0.1216541,0.8615704,-17.753
Ag,lerer,221,620.0,-15.037239,1.016560,5.564530,0.182513,0.0359869,0.1279821,0.8360310,-14.439
Ag,lerer,221,625.0,-15.364660,1.035408,5.509159,0.171222,0.0394075,0.1355090,0.8250835,-14.044
Ag,lerer,221,630.0,-15.687680,1.054158,5.458673,0.161249,0.0185754,0.1631995,0.8182251,-17.311
Ag,lerer,221,635.0,-16.013791,1.081080,5.411151,0.153268,0.0089386,0.1812101,0.8098513,-20.487
Ag,lerer,221,640.0,-16.343529,1.100240,5.366805,0.144890,0.0319713,0.1758986,0.7921301,-14.952
Ag,lerer,221,645.0,-16.684800,1.119838,5.324138,0.137005,0.0450011,0.1976982,0.7573007,-13.468
Ag,lerer,221,650.0,-17.021063,1.147584,5.284755,0.130884,0.0404282,0.2396940,0.7198777,-13.933
Ag,lerer,221,655.0,-17.360961,1.167320,5.247803,0.124341,0.0257911,0.2596904,0.7145185,-15.885
Ag,lerer,221,660.0,-17.696081,1.178520,5.213885,0.117635,0.0232079,0.2401531,0.7366390,-16.344
Ag,lerer,221,665.0,-18.034401,1.189720,5.181745,0.111441,0.0168900,0.2518050,0.7313050,-17.724
Ag,lerer,221,670.0,-18.375921,1.200920,5.151251,0.105709,0.0100672,0.3097133,0.6802195,-19.971
Ag,lerer,221,675.0,-18.720641,1.212120,5.122285,0.100395,0.0253709,0.3483115,0.6263176,-15.957
Ag,lerer,221,680.0,-19.068561,1.223320,5.094739,0.095458,0.0566786,0.3411055,0.6022159,-12.466
Ag,lerer,221,685.0,-19.419681,1.234520,5.068515,0.090866,0.0712074,0.3260777,0.6027149,-11.475
Ag,lerer,221,690.0,-19.765104,1.245440,5.044133,0.086689,0.0590243,0.3514672,0.5895086,-12.290
Ag,lerer,221,695.0,-20.095344,1.264770,5.021919,0.083563,0.0277066,0.4090546,0.5632388,-15.574
Ag,lerer,221,700.0,-20.428320,1.284248,5.000642,0.080613,0.0028275,0.4371112,0.5600612,-25.486
Ag,lerer,221,705.0,-20.773151,1.304160,4.979711,0.077739,0.0130515,0.4063598,0.5805887,-18.843
Ag,lerer,221,710.0,-21.111673,1.323936,4.960168,0.075107,0.0269610,0.3906473,0.5823918,-15.693
Ag,lerer,221,715.0,-21.452931,1.343860,4.941406,0.072615,0.0426577,0.4303108,0.5270315,-13.700
Ag,lerer,221,720.0,-21.796925,1.363932,4.923382,0.070253,0.0531154,0.4830594,0.4638253,-12.748
Ag,lerer,221,725.0,-22.143655,1.384152,4.906053,0.068011,0.0612810,0.4983853,0.4403337,-12.127
Ag,lerer,221,730.0,-22.493416,1.395030,4.889451,0.065441,0.0594131,0.4873342,0.4532528,-12.261
Ag,lerer,221,735.0,-22.855480,1.406202,4.873041,0.062944,0.0603198,0.4504551,0.4892252,-12.195
Ag,lerer,221,740.0,-23.230368,1.408024,4.856899,0.060114,0.0385415,0.4797944,0.4816641,-14.141
Ag,lerer,221,745.0,-23.598284,1.419120,4.841698,0.057895,0.0114938,0.5580570,0.4304491,-19.395
Ag,lerer,221,750.0,-23.969379,1.420420,4.827103,0.055413,0.0007721,0.5924597,0.4067683,-31.123
Cu,lerer,221,400.0,0.932500,6.798000,3.389744,0.649447,0.0018799,0.0000080,0.9981122,-27.259
Cu,lerer,221,405.0,0.652308,6.769231,3.382171,0.675893,0.0016579,0.0000059,0.9983362,-27.804
Cu,lerer,221,410.0,0.372115,6.740462,3.375102,0.703770,0.0019977,0.0000043,0.9979980,-26.995
Cu,lerer,221,415.0,0.091923,6.711692,3.368643,0.733149,0.0021809,0.0000031,0.9978160,-26.614
Cu,lerer,221,420.0,-0.188269,6.682923,3.362916,0.764101,0.0022574,0.0000022,0.9977405,-26.464
Cu,lerer,221,425.0,-0.468462,6.654154,3.358056,0.796696,0.0022598,0.0000015,0.9977387,-26.459
Cu,lerer,221,430.0,-0.748654,6.625385,3.354220,0.830999,0.0022148,0.0000010,0.9977842,-26.547
Cu,lerer,221,435.0,-1.028846,6.596615,3.351583,0.867068,0.0021451,0.0000007,0.9978542,-26.686
Cu,lerer,221,440.0,-1.309038,6.567846,3.350341,0.904953,0.0020697,0.0000005,0.9979298,-26.841
Cu,lerer,221,445.0,-1.589231,6.539077,3.350714,0.944691,0.0020039,0.0000003,0.9979958,-26.981
Cu,lerer,221,450.0,-1.869423,6.510308,3.352946,0.986301,0.0019593,0.0000002,0.9980405,-27.079
Cu,lerer,221,455.0,-2.149615,6.481538,3.357306,1.029782,0.0019439,0.0000001,0.9980559,-27.113
Cu,lerer,221,460.0,-2.429808,6.452769,3.364088,1.075104,0.0019631,0.0000001,0.9980368,-27.071
Cu,lerer,221,465.0,-2.710000,6.424000,3.373612,1.122204,0.0020194,0.0000000,0.9979805,-26.948
Cu,lerer,221,470.0,-2.990192,6.395231,3.386219,1.170976,0.0021138,0.0000000,0.9978862,-26.749
Cu,lerer,221,475.0,-3.270385,6.366462,3.402270,1.221264,0.0022454,0.0000000,0.9977546,-26.487
Cu,lerer,221,480.0,-3.550577,6.337692,3.422141,1.272855,0.0024126,0.0000000,0.9975874,-26.175
Cu,lerer,221,485.0,-3.830769,6.308923,3.446213,1.325468,0.0026131,0.0000000,0.9973869,-25.828
Cu,lerer,221,490.0,-4.110962,6.280154,3.474860,1.378747,0.0028443,0.0000000,0.9971557,-25.460
Cu,lerer,221,495.0,-4.391154,6.251385,3.508442,1.432252,0.0031034,0.0000000,0.9968966,-25.082
Cu,lerer,221,500.0,-4.671346,6.222615,3.547280,1.485456,0.0033875,0.0000000,0.9966125,-24.701
Cu,lerer,221,505.0,-4.951538,6.193846,3.591641,1.537744,0.0036943,0.0000000,0.9963057,-24.325
Cu,lerer,221,510.0,-5.231731,6.165077,3.641715,1.588413,0.0040215,0.0000000,0.9959785,-23.956
Cu,lerer,221,515.0,-5.511923,6.136308,3.697588,1.636684,0.0043678,0.0000000,0.9956322,-23.597
Cu,lerer,221,520.0,-5.792115,6.107538,3.759222,1.681715,0.0047322,0.0000000,0.9952678,-23.249
Cu,lerer,221,525.0,-6.072308,6.078769,3.826430,1.722626,0.0051149,0.0000000,0.9948851,-22.912
Cu,lerer,221,530.0,-6.352500,6.050000,3.898859,1.758526,0.0055170,0.0000000,0.9944830,-22.583
Cu,lerer,221,535.0,-6.653000,5.991733,3.979965,1.798481,0.0059494,0.0000000,0.9940506,-22.255
Cu,lerer,221,540.0,-6.953500,5.933467,4.067135,1.831370,0.0064013,0.0000000,0.9935987,-21.937
Cu,lerer,221,545.0,-7.254000,5.875200,4.159477,1.856044,0.0068766,0.0000000,0.9931234,-21.626
Cu,lerer,221,550.0,-7.555200,5.823133,4.255889,1.869498,0.0073784,0.0000000,0.9926216,-21.320
Cu,lerer,221,555.0,-7.856400,5.771067,4.354494,1.872924,0.0079157,0.0000000,0.9920843,-21.015
Cu,lerer,221,560.0,-8.157600,5.719000,4.453713,1.865935,0.0084950,0.0000000,0.9915050,-20.708
Cu,lerer,221,565.0,-8.472633,5.633867,4.560319,1.856671,0.0091206,0.0000000,0.9908794,-20.400
Cu,lerer,221,570.0,-8.787667,5.548733,4.665917,1.835286,0.0097978,0.0000000,0.9902022,-20.089
Cu,lerer,221,575.0,-9.102700,5.463600,4.768454,1.802061,0.0105327,0.0000000,0.9894673,-19.775
Cu,lerer,221,580.0,-9.419433,5.386400,4.864642,1.755455,0.0113296,0.0000000,0.9886703,-19.458
Cu,lerer,221,585.0,-9.736167,5.309200,4.953693,1.699277,0.0121902,0.0000000,0.9878097,-19.140
Cu,lerer,221,590.0,-10.052900,5.232000,5.034355,1.635057,0.0131123,0.0000001,0.9868876,-18.823
Cu,lerer,221,595.0,-10.382467,5.120000,5.116961,1.566081,0.0140946,0.0000003,0.9859052,-18.509
Cu,lerer,221,600.0,-10.712033,5.008000,5.189395,1.490057,0.0151315,0.0000007,0.9848678,-18.201
Cu,lerer,221,605.0,-11.041600,4.896000,5.251074,1.409000,0.0162129,0.0000017,0.9837854,-17.901
Cu,lerer,221,610.0,-11.397433,4.798000,5.299228,1.317116,0.0173283,0.0000045,0.9826673,-17.612
Cu,lerer,221,615.0,-11.753267,4.700000,5.335543,1.225300,0.0184559,0.0000115,0.9815326,-17.339
Cu,lerer,221,620.0,-12.109100,4.602000,5.361039,1.135242,0.0195773,0.0000283,0.9803944,-17.082
Cu,lerer,221,625.0,-12.454067,4.462600,5.386859,1.049428,0.0207002,0.0000660,0.9792338,-16.840
Cu,lerer,221,630.0,-12.799033,4.323200,5.403381,0.965766,0.0217857,0.0001481,0.9780662,-16.618
Cu,lerer,221,635.0,-13.144000,4.183800,5.411660,0.885297,0.0228125,0.0003179,0.9768696,-16.418
Cu,lerer,221,640.0,-13.471467,4.207867,5.384228,0.824332,0.0236353,0.0005614,0.9758034,-16.264
Cu,lerer,221,645.0,-13.798933,4.231933,5.356334,0.769016,0.0244293,0.0009400,0.9746307,-16.121
Cu,lerer,221,650.0,-14.126400,4.256000,5.328349,0.718761,0.0251721,0.0015017,0.9733262,-15.991
Cu,lerer,221,655.0,-14.507100,3.937733,5.343393,0.638066,0.0261678,0.0031362,0.9706959,-15.822
Cu,lerer,221,660.0,-14.887800,3.619467,5.349025,0.559719,0.0269573,0.0063350,0.9667078,-15.693
Cu,lerer,221,665.0,-15.268500,3.301200,5.346358,0.484975,0.0272273,0.0122678,0.9605049,-15.650
Cu,lerer,221,670.0,-15.593167,3.280800,5.315272,0.450774,0.0266501,0.0167364,0.9566135,-15.743
Cu,lerer,221,675.0,-15.917833,3.260400,5.285192,0.419680,0.0262653,0.0222594,0.9514753,-15.806
Cu,lerer,221,680.0,-16.242500,3.240000,5.256150,0.391362,0.0269186,0.0289939,0.9440875,-15.699
Cu,lerer,221,685.0,-16.540833,3.297067,5.224972,0.374247,0.0291930,0.0342905,0.9365165,-15.347
Cu,lerer,221,690.0,-16.839167,3.354133,5.195495,0.358429,0.0316224,0.0398531,0.9285245,-15.000
Cu,lerer,221,695.0,-17.137500,3.411200,5.167588,0.343775,0.0319023,0.0458446,0.9222531,-14.962
Cu,lerer,221,700.0,-17.472333,3.472533,5.138147,0.328365,0.0290902,0.0532643,0.9176455,-15.363
Cu,lerer,221,705.0,-17.807167,3.533867,5.110361,0.314151,0.0251490,0.0612750,0.9135760,-15.995
Cu,lerer,221,710.0,-18.142000,3.595200,5.084099,0.301008,0.0235395,0.0693303,0.9071303,-16.282
Cu,lerer,221,715.0,-18.666400,3.645600,5.047797,0.279479,0.0258916,0.0832571,0.8908513,-15.868
Cu,lerer,221,720.0,-19.190800,3.696000,5.014131,0.260363,0.0311383,0.0988461,0.8700156,-15.067
Cu,lerer,221,725.0,-19.715200,3.746400,4.982844,0.243308,0.0363667,0.1162055,0.8474278,-14.393
Cu,lerer,221,730.0,-19.861867,3.790467,4.973438,0.240453,0.0386556,0.1211019,0.8402425,-14.128
Cu,lerer,221,735.0,-20.008533,3.834533,4.964249,0.237664,0.0385747,0.1250944,0.8363309,-14.137
Cu,lerer,221,740.0,-20.155200,3.878600,4.955270,0.234940,0.0357994,0.1289291,0.8352715,-14.461
Cu,lerer,221,745.0,-20.520800,3.913000,4.936131,0.224795,0.0297034,0.1416782,0.8286185,-15.272
Cu,lerer,221,750.0,-20.886400,3.947400,4.917868,0.215354,0.0224949,0.1564127,0.8210923,-16.479
Au,lerer,221,400.0,-1.080287,6.482184,3.336663,0.874587,0.0023546,0.0000001,0.9976453,-26.281
Au,lerer,221,405.0,-1.106735,6.450888,3.332566,0.878336,0.0020695,0.0000002,0.9979303,-26.841
Au,lerer,221,410.0,-1.136968,6.422874,3.328900,0.882620,0.0023403,0.0000002,0.9976595,-26.307
Au,lerer,221,415.0,-1.155336,6.385030,3.323776,0.885353,0.0024491,0.0000002,0.9975506,-26.110
Au,lerer,221,420.0,-1.154725,6.338148,3.317252,0.885483,0.0024458,0.0000003,0.9975540,-26.116
Au,lerer,221,425.0,-1.154088,6.291434,3.310701,0.885561,0.0023708,0.0000003,0.9976289,-26.251
Au,lerer,221,430.0,-1.157907,6.215876,3.300007,0.886273,0.0022434,0.0000004,0.9977563,-26.491
Au,lerer,221,435.0,-1.169163,6.108116,3.284497,0.887932,0.0020861,0.0000004,0.9979135,-26.807
Au,lerer,221,440.0,-1.180059,6.001220,3.268788,0.889322,0.0019239,0.0000005,0.9980756,-27.158
Au,lerer,221,445.0,-1.213967,5.851056,3.246048,0.893718,0.0017730,0.0000005,0.9982265,-27.513
Au,lerer,221,450.0,-1.270880,5.641512,3.212887,0.900809,0.0016483,0.0000005,0.9983512,-27.830
Au,lerer,221,455.0,-1.328000,5.431200,3.177888,0.907284,0.0015656,0.0000005,0.9984339,-28.053
Au,lerer,221,460.0,-1.388760,5.223062,3.141378,0.913672,0.0015334,0.0000005,0.9984661,-28.143
Au,lerer,221,465.0,-1.482016,4.993170,3.098071,0.924537,0.0015631,0.0000005,0.9984364,-28.060
Au,lerer,221,470.0,-1.570256,4.766190,3.052624,0.933814,0.0016443,0.0000004,0.9983552,-27.840
Au,lerer,221,475.0,-1.653480,4.542122,3.005035,0.941219,0.0017730,0.0000004,0.9982266,-27.513
Au,lerer,221,480.0,-1.839465,4.283928,2.941474,0.967668,0.0019844,0.0000003,0.9980153,-27.024
Au,lerer,221,485.0,-2.076192,3.998056,2.861355,1.005142,0.0022596,0.0000002,0.9977402,-26.460
Au,lerer,221,490.0,-2.299987,3.714084,2.772457,1.041361,0.0025677,0.0000001,0.9974322,-25.905
Au,lerer,221,495.0,-2.507808,3.420494,2.670603,1.073093,0.0028968,0.0000000,0.9971032,-25.381
Au,lerer,221,500.0,-2.860000,3.240450,2.575719,1.166158,0.0033874,0.0000000,0.9966126,-24.701
Au,lerer,221,505.0,-3.244969,3.062280,2.465697,1.289282,0.0040280,0.0000000,0.9959720,-23.949
Au,lerer,221,510.0,-3.622464,2.866360,2.333672,1.432955,0.0048605,0.0000000,0.9951395,-23.133
Au,lerer,221,515.0,-4.003443,2.647676,2.167569,1.609133,0.0060468,0.0000000,0.9939532,-22.185
Au,lerer,221,520.0,-4.433713,2.514816,2.028343,1.878739,0.0079040,0.0000000,0.9920960,-21.022
Au,lerer,221,525.0,-4.903829,2.413620,1.918026,2.266074,0.0106095,0.0000000,0.9893905,-19.743
Au,lerer,221,530.0,-5.382644,2.294160,1.835976,2.786649,0.0140558,0.0000000,0.9859442,-18.521
Au,lerer,221,535.0,-5.878575,2.163392,1.857324,3.505913,0.0175468,0.0000000,0.9824532,-17.558
Au,lerer,221,540.0,-6.359405,2.032188,2.117461,4.402861,0.0194423,0.0000000,0.9805577,-17.113
Au,lerer,221,545.0,-6.732000,1.982232,2.698456,5.070427,0.0183647,0.0000000,0.9816353,-17.360
Au,lerer,221,550.0,-7.117983,1.932856,3.621874,5.587037,0.0158499,0.0000000,0.9841501,-18.000
Au,lerer,221,555.0,-7.508200,1.871958,4.786886,5.761265,0.0128327,0.0000000,0.9871673,-18.917
Au,lerer,221,560.0,-7.907139,1.805540,5.977617,5.444745,0.0100513,0.0000000,0.9899487,-19.978
Au,lerer,221,565.0,-8.225647,1.747704,6.742161,4.896300,0.0084810,0.0000000,0.9915190,-20.716
Au,lerer,221,570.0,-8.317176,1.710410,6.964920,4.734642,0.0084660,0.0000000,0.9915340,-20.723
Au,lerer,221,575.0,-8.409027,1.672636,7.169318,4.554192,0.0086220,0.0000000,0.9913780,-20.644
Au,lerer,221,580.0,-8.500641,1.640240,7.337936,4.354630,0.0089748,0.0000000,0.9910252,-20.470
Au,lerer,221,585.0,-8.599041,1.602080,7.501848,4.132347,0.0094798,0.0000000,0.9905202,-20.232
Au,lerer,221,590.0,-8.691904,1.562880,7.639865,3.916424,0.0101825,0.0000000,0.9898175,-19.921
Au,lerer,221,595.0,-8.785089,1.523200,7.755189,3.694938,0.0110698,0.0000000,0.9889302,-19.559
Au,lerer,221,600.0,-8.878596,1.483040,7.848218,3.471011,0.0121419,0.0000000,0.9878581,-19.157
Au,lerer,221,605.0,-8.972425,1.442400,7.919827,3.247479,0.0133967,0.0000000,0.9866033,-18.730
Au,lerer,221,610.0,-9.066576,1.401280,7.971268,3.026829,0.0148298,0.0000000,0.9851702,-18.289
Au,lerer,221,615.0,-9.166671,1.366200,7.987797,2.804114,0.0164589,0.0000000,0.9835411,-17.836
Au,lerer,221,620.0,-9.261512,1.324134,8.003862,2.596588,0.0182171,0.0000000,0.9817829,-17.395
Au,lerer,221,625.0,-9.356675,1.281588,8.004917,2.396959,0.0201116,0.0000000,0.9798884,-16.966
Au,lerer,221,630.0,-9.452160,1.238562,7.992744,2.206188,0.0221180,0.0000001,0.9778820,-16.553
Au,lerer,221,635.0,-9.547967,1.195056,7.969082,2.024924,0.0242063,0.0000003,0.9757934,-16.161
Au,lerer,221,640.0,-9.644096,1.151070,7.935589,1.853546,0.0263430,0.0000011,0.9736560,-15.793
Au,lerer,221,645.0,-9.746800,1.106958,7.887132,1.685369,0.0285072,0.0000036,0.9714891,-15.450
Au,lerer,221,650.0,-9.843603,1.061996,7.838438,1.534721,0.0306326,0.0000109,0.9693565,-15.138
Au,lerer,221,655.0,-10.174411,1.054020,7.530535,1.233973,0.0327932,0.0000810,0.9671258,-14.842
Au,lerer,221,660.0,-10.757760,1.077152,7.059088,0.900388,0.0342991,0.0007647,0.9649362,-14.647
Au,lerer,221,665.0,-11.350560,1.099598,6.690184,0.683900,0.0344552,0.0035038,0.9620410,-14.627
Au,lerer,221,670.0,-11.965800,1.128938,6.389541,0.536460,0.0363335,0.0102809,0.9533856,-14.397
Au,lerer,221,675.0,-12.590460,1.150848,6.148861,0.429721,0.0320115,0.0230959,0.9448926,-14.947
Au,lerer,221,680.0,-13.238243,1.172724,5.947555,0.350217,0.0374096,0.0426188,0.9199716,-14.270
Au,lerer,221,685.0,-13.902224,1.194240,5.778972,0.290180,0.0362726,0.0709595,0.8927679,-14.404
Au,lerer,221,690.0,-14.536256,1.221120,5.644487,0.247951,0.0282931,0.0960207,0.8756862,-15.483
Au,lerer,221,695.0,-15.059856,1.242880,5.549135,0.220026,0.0229007,0.1271835,0.8499158,-16.402
Au,lerer,221,700.0,-15.592383,1.272544,5.463574,0.197647,0.0369020,0.1572800,0.8058181,-14.330
Au,lerer,221,705.0,-16.134479,1.294440,5.387019,0.177467,0.0533130,0.1779409,0.7687461,-12.732
Au,lerer,221,710.0,-16.685500,1.324512,5.317655,0.161118,0.0413476,0.2105268,0.7481255,-13.835
Au,lerer,221,715.0,-17.237781,1.346220,5.255872,0.146271,0.0151749,0.2528944,0.7319307,-18.189
Au,lerer,221,720.0,-17.807160,1.376698,5.198554,0.133951,0.0150826,0.2672009,0.7177165,-18.215
Au,lerer,221,725.0,-18.386112,1.398866,5.146358,0.122402,0.0308209,0.2876482,0.6815309,-15.112
Au,lerer,221,730.0,-18.956553,1.429096,5.099700,0.113197,0.0460386,0.3339627,0.6199988,-13.369
Au,lerer,221,735.0,-19.447344,1.456290,5.062974,0.106280,0.0564435,0.3654125,0.5781440,-12.484
Au,lerer,221,740.0,-19.944405,1.483708,5.028634,0.099988,0.0575612,0.3717495,0.5706893,-12.399
Au,lerer,221,745.0,-20.447736,1.511350,4.996463,0.094248,0.0503963,0.3693347,0.5802691,-12.976
Au,lerer,221,750.0,-20.957337,1.539216,4.966271,0.088996,0.0282554,0.4061052,0.5656393,-15.489
Ag,jc,221,400.0,-4.428049,0.210352,0.413270,0.274718,0.0109930,0.0000021,0.9890049,-19.589
Ag,jc,221,405.0,-4.708143,0.216799,0.014780,0.346819,0.0675455,0.0000000,0.9324545,-11.704
Ag,jc,221,410.0,-4.988238,0.223245,-0.476706,0.447470,0.1387042,0.0000000,0.8612958,-8.579
Ag,jc,221,415.0,-5.260739,0.224485,-1.081181,0.575999,0.1743928,0.0000000,0.8256072,-7.585
