material,N,target_deg,design,levels,phase_scale,mean_loss_db,peak_angle_deg,pointing_error_deg,beamwidth_3db_deg,sll_db,eta_tx,eta_target,eta_coherent
Sb2Se3,32,20.0,eim_te,0,0.9750679963735267,0.22500739591252922,20.0,0.0,3.3699999999999903,-13.101550256347021,0.9496710414623403,0.9475605102905466,0.9977776186914746
Sb2Se3,32,20.0,eim_tm,0,1.3789664551223935,0.318211296311443,20.019999999999996,0.01999999999999602,3.4299999999999926,-4.587868843110331,0.9296656264106211,0.5512084542757245,0.5929594462778339
GSST,32,25.0,fem,0,1.0,6.97322049407761,25.0,0.0,3.450000000000003,-12.466829714090121,0.2974691944240394,0.2466040230837372,0.8290069281332224
GSST,32,25.0,eim_te,0,1.0083594566353187,7.031512828406369,25.0,0.0,3.450000000000003,-12.333285587600235,0.29532973764912646,0.24409381316884374,0.8265128161893579
GSST,32,25.0,eim_tm,0,1.0919540229885056,7.614436171693942,24.950000000000003,-0.04999999999999716,3.4499999999999886,-10.579248027648715,0.2753494570065744,0.2156932472124162,0.7837305682405091
Sb2S3,32,25.0,fem,0,1.0,0.11412998413650331,25.0,0.0,3.490000000000009,-13.233041785088302,0.9740629977551208,0.9740629480764522,0.9999999489985055
Sb2S3,32,25.0,eim_te,0,0.956444759206799,0.10915902519571369,25.010000000000005,0.010000000000005116,3.489999999999995,-13.174436899653317,0.9751785455506259,0.9690762948952412,0.9937810412726378
Sb2S3,32,25.0,eim_tm,0,1.7623937677053827,0.20114197275048762,57.83000000000001,32.83000000000001,5.969999999999999,0.0,0.9547418072288284,0.07781205111680904,0.8278150934121864
Sb2Se3,32,25.0,fem,0,1.0,0.2308622217845467,25.0,0.0,3.490000000000009,-13.239274951201509,0.9483934599495304,0.9483118051351361,0.9999139019638552
Sb2Se3,32,25.0,eim_te,0,0.9750679963735267,0.2251063640337987,25.010000000000005,0.010000000000005116,3.5,-13.20712198338731,0.949643179893995,0.9476140374733302,0.9978768758096627
Sb2Se3,32,25.0,eim_tm,0,1.3789664551223935,0.31835125959591615,24.879999999999995,-0.12000000000000455,3.489999999999995,-4.275301675924182,0.9296234641254526,0.5640478481661674,0.6086753396718307
GSST,32,30.0,fem,0,1.0,5.1823942500000095,30.0,0.0,3.6500000000000057,-10.9876530537664,0.433672494185427,0.3665072371993583,0.845124470916178
GSST,32,30.0,eim_te,0,1.0083594566353187,5.2257162500000085,30.0,0.0,3.6500000000000057,-10.869969230948879,0.43176670429342634,0.3639326769366508,0.8428919444638884
GSST,32,30.0,eim_tm,0,1.0919540229885056,5.658936250000009,29.980000000000004,-0.01999999999999602,3.6500000000000057,-9.325507299719856,0.4139138120479845,0.3327534269260785,0.803993107174276
Sb2S3,32,30.0,fem,0,1.0,0.1132424,30.0,0.0,3.6500000000000057,-13.232959314062915,0.9742620843655215,0.9742620380219968,0.9999999524321788
Sb2S3,32,30.0,eim_te,0,0.956444759206799,0.10831009999999999,30.0,0.0,3.660000000000011,-13.190981081863335,0.9753691783999562,0.9696751409334272,0.9941621720343166
Sb2S3,32,30.0,eim_tm,0,1.7623937677053827,0.19957770000000002,-88.48,-118.48,13.590000000000003,0.0,0.9550857344887834,0.08664055773479375,0.8372893011525084
Sb2Se3,32,30.0,fem,0,1.0,0.1944037500000002,30.0,0.0,3.6500000000000057,-13.23573001892374,0.9563774645350828,0.956300715062677,0.999919749810873
Sb2Se3,32,30.0,eim_te,0,0.9750679963735267,0.18955687500000018,30.0,0.0,3.660000000000011,-13.210873780388619,0.9574378430107877,0.955530800983224,0.9980081818976709
Sb2Se3,32,30.0,eim_tm,0,1.3789664551223935,0.2680762500000003,29.960000000000008,-0.03999999999999204,3.6500000000000057,-4.067700017632479,0.9404266460742117,0.5892245309758622,0.6267441024143341
GSST,32,35.0,fem,0,1.0,7.213542810685838,35.0,0.0,3.6799999999999926,-11.90798608488956,0.2835392193655426,0.23479152244653095,0.828074235980154
GSST,32,35.0,eim_te,0,1.0083594566353187,7.27384410899878,35.0,0.0,3.6799999999999926,-11.80136078533301,0.28138319266862905,0.23231278942544373,0.8256100416737645
GSST,32,35.0,eim_tm,0,1.0919540229885056,7.876857092128213,34.97,-0.030000000000001137,3.6700000000000017,-10.265800231959986,0.261245037203734,0.2045011938892358,0.7829165708667212
Sb2S3,32,35.0,fem,0,1.0,0.11424909467365041,35.0,0.0,3.8700000000000045,-13.232760483451784,0.974036287528352,0.9740362357174173,0.9999999468080035
Sb2S3,32,35.0,eim_te,0,0.956444759206799,0.10927294784473435,35.010000000000005,0.010000000000005116,3.8599999999999994,-13.116703891490724,0.9751529692434,0.9687893997531644,0.9934811108057718
Sb2S3,32,35.0,eim_tm,0,1.7623937677053827,0.2013518924188237,-58.47,-93.47,6.1200000000000045,0.0,0.9546956731348633,0.06478571669228088,0.8200279898970483
Sb2Se3,32,35.0,fem,0,1.0,0.23575481503765194,35.0,0.0,3.8599999999999994,-13.227532492778666,0.9473325666738691,0.9472475585599194,0.9999102658169473
Sb2Se3,32,35.0,eim_te,0,0.9750679963735267,0.22987697513417465,35.0,0.0,3.8700000000000045,-13.160825586865704,0.9486071924315662,0.9464946897471805,0.997773048000015
Sb2Se3,32,35.0,eim_tm,0,1.3789664551223935,0.3250979815705064,34.95,-0.04999999999999716,3.930000000000007,-4.547147808000741,0.9281932781091127,0.5505745402788667,0.5933691298653585
GSST,32,40.0,fem,0,1.0,6.28862833180499,40.0,0.0,3.8700000000000045,-11.25337865594908,0.3492444523444374,0.2901632297503771,0.8308313211635721
GSST,32,40.0,eim_te,0,1.0083594566353187,6.34119784764035,40.0,0.0,3.8700000000000045,-11.20471134747662,0.3471684411148762,0.28760399535907927,0.828427821479063
GSST,32,40.0,eim_tm,0,1.0919540229885056,6.866893005993953,39.97,-0.030000000000001137,3.8400000000000034,-9.915947746124203,0.3277237798099134,0.25776404535478864,0.7866593978640598
Sb2S3,32,40.0,fem,0,1.0,0.11379068089856095,40.0,0.0,4.139999999999986,-13.232068690921002,0.974139106000193,0.9741390542148087,0.9999999468398466
Sb2S3,32,40.0,eim_te,0,0.956444759206799,0.10883450039200182,40.02000000000001,0.020000000000010232,4.1299999999999955,-12.873406888098998,0.9752514219501092,0.9688909227662558,0.9935358634524073
Sb2S3,32,40.0,eim_tm,0,1.7623937677053827,0.20054398683857577,-45.48,-85.47999999999999,4.550000000000004,0.0,0.9548732887662023,0.06363099973642142,0.8212830632973455
Sb2Se3,32,40.0,fem,0,1.0,0.21692497683145312,40.0,0.0,4.1299999999999955,-13.198881336898381,0.9514487278157973,0.951363426094015,0.9999103454350314
Sb2Se3,32,40.0,eim_te,0,0.9750679963735267,0.21151660252241872,40.00999999999999,0.009999999999990905,4.13000000000001,-12.995023856966927,0.9526259163163859,0.9505063198779147,0.9977936335900908
Sb2Se3,32,40.0,eim_tm,0,1.3789664551223935,0.29913226632877626,39.83000000000001,-0.1699999999999875,4.200000000000003,-4.544345792551685,0.9337591326971555,0.5538601513862008,0.5955598329610372
GSST,32,45.0,fem,0,1.0,6.736838165144974,45.0,0.0,4.280000000000001,-11.876021726842376,0.3156999874130141,0.26186462990422527,0.8294730451212886
GSST,32,45.0,eim_te,0,1.0083594566353187,6.793154471645663,45.0,0.0,4.27000000000001,-11.766402778296198,0.31356909921008846,0.25933456752768647,0.8270412109515123
GSST,32,45.0,eim_tm,0,1.0919540229885056,7.356317536652558,45.00999999999999,0.009999999999990905,4.259999999999991,-10.213845980213158,0.29362820613630497,0.23041183359289266,0.7847146743734975
Sb2S3,32,45.0,fem,0,1.0,0.11401282636868292,45.0,0.0,4.489999999999981,-13.232758073209945,0.9740892791513664,0.9740892273915396,0.9999999468633646
Sb2S3,32,45.0,eim_te,0,0.956444759206799,0.10904697026268151,44.99000000000001,-0.009999999999990905,4.490000000000009,-12.897113173938102,0.9752037108539514,0.968846301688543,0.9934945705406675
Sb2S3,32,45.0,eim_tm,0,1.7623937677053827,0.2009354946306427,-35.91,-80.91,3.9299999999999997,0.0,0.9547872125890531,0.06319502129675222,0.8203212040772272
Sb2Se3,32,45.0,fem,0,1.0,0.22604984062905673,45.0,0.0,4.47999999999999,-13.227506518431866,0.949451706286541,0.9493666040135603,0.9999103669281785
Sb2Se3,32,45.0,eim_te,0,0.9750679963735267,0.22041396518272938,44.99000000000001,-0.009999999999990905,4.47999999999999,-13.036866478437982,0.9506762249769684,0.9485614809640628,0.9977777598776496
Sb2Se3,32,45.0,eim_tm,0,1.3789664551223935,0.31171514741323236,45.110000000000014,0.11000000000001364,4.549999999999983,-4.544335890531159,0.9310575718920846,0.5521871062022029,0.5939085126336124
GSST,32,50.0,fem,0,1.0,6.473368120745504,50.0,0.0,4.780000000000001,-11.380485930899667,0.3321370041039331,0.2768855754719145,0.8336486812691031
GSST,32,50.0,eim_te,0,1.0083594566353187,6.527481960835329,50.0,0.0,4.7900000000000205,-11.27287899283564,0.33000855942353274,0.27432798516113893,0.831275363403731
GSST,32,50.0,eim_tm,0,1.0919540229885056,7.068620361733596,49.97,-0.030000000000001137,4.769999999999982,-9.776871445796417,0.3100667465311636,0.24492502334387434,0.7900042541286163
Sb2S3,32,50.0,fem,0,1.0,0.11388224316295531,50.0,0.0,4.930000000000007,-13.232969691112773,0.9741185662731418,0.9741185155778472,0.9999999479577781
Sb2S3,32,50.0,eim_te,0,0.956444759206799,0.10892207463992291,50.00999999999999,0.009999999999990905,4.939999999999998,-13.217030102413279,0.9752317544859412,0.9690047412342925,0.9936259463598935
Sb2S3,32,50.0,eim_tm,0,1.7623937677053827,0.20070535560270136,-27.86,-77.86,3.5900000000000034,0.0,0.95483780301534,0.068212889566996,0.8236026219418126
Sb2Se3,32,50.0,fem,0,1.0,0.22068599519090876,50.0,0.0,4.930000000000007,-13.236267571824786,0.9506215413704112,0.9505381038139463,0.9999122284181099
Sb2Se3,32,50.0,eim_te,0,0.9750679963735267,0.21518385115849714,50.00999999999999,0.009999999999990905,4.939999999999998,-13.227709081027045,0.9518184337042098,0.9497450715667549,0.9978236607577219
Sb2Se3,32,50.0,eim_tm,0,1.3789664551223935,0.30431858448356497,49.920000000000016,-0.07999999999998408,4.960000000000008,-4.4548294186843655,0.9326380286025571,0.5594284021370639,0.6002429081720363
GSST,32,55.0,fem,0,1.0,6.827764558414955,55.0,0.0,5.409999999999997,-11.384928922812849,0.3058255792402663,0.25486095102192685,0.8333539387223721
GSST,32,55.0,eim_te,0,1.0083594566353187,6.884840960157192,54.99000000000001,-0.009999999999990905,5.409999999999997,-11.270153726657979,0.3036624797215106,0.252330682763722,0.8309595012943942
GSST,32,55.0,eim_tm,0,1.0919540229885056,7.455604977579549,54.93000000000001,-0.06999999999999318,5.389999999999986,-9.72807945931849,0.2834227667524891,0.22370281327578642,0.7896326775473336
Sb2S3,32,55.0,fem,0,1.0,0.11405789206085869,55.0,0.0,5.539999999999992,-13.233549787872395,0.9740791682913236,0.9740791180434107,0.99999994841496
Sb2S3,32,55.0,eim_te,0,0.956444759206799,0.10909007310778306,55.02000000000001,0.020000000000010232,5.5400000000000205,-13.214331060068094,0.9751940294349741,0.9690219687261328,0.9937141166432906
Sb2S3,32,55.0,eim_tm,0,1.7623937677053827,0.2010149181256706,-21.129999999999995,-76.13,3.4000000000000057,0.0,0.9547697424589393,0.0729451398953244,0.8259503508854323
Sb2Se3,32,55.0,fem,0,1.0,0.22790096234143237,55.0,0.0,5.530000000000001,-13.260067728900635,0.9490421251206573,0.94895954938219,0.9999129904392211
Sb2Se3,32,55.0,eim_te,0,0.9750679963735267,0.22221893472185902,55.00999999999999,0.009999999999990905,5.539999999999992,-13.247922518274988,0.9502764595727584,0.9482244346085751,0.9978544286361115
Sb2Se3,32,55.0,eim_tm,0,1.3789664551223935,0.31426778215894713,54.81,-0.18999999999999773,5.530000000000001,-4.353334466924034,0.9305012059096363,0.5613208842216144,0.6051236008853058
GSST,32,60.0,fem,0,1.0,6.560853175955238,60.0,0.0,6.1200000000000045,-12.66223804208285,0.32737635260632736,0.27175969987604587,0.8301140192701671
GSST,32,60.0,eim_te,0,1.0083594566353187,6.615698343570328,60.0,0.0,6.1200000000000045,-12.549729595156851,0.3252673426096576,0.269213007293471,0.8276668820593662
GSST,32,60.0,eim_tm,0,1.0919540229885056,7.164150019721236,59.97999999999999,-0.020000000000010232,6.099999999999994,-10.685971383082089,0.3055373027405873,0.23989676733519646,0.785178688530219
Sb2S3,32,60.0,fem,0,1.0,0.11392560323065705,60.0,0.0,6.3700000000000045,-13.232734749508534,0.9741088406169212,0.9741087899624938,0.999999947999212
Sb2S3,32,60.0,eim_te,0,0.956444759206799,0.1089635461494351,60.0,0.0,6.3700000000000045,-12.976626829734235,0.9752224418042901,0.9690006074503723,0.9936200869799442
Sb2S3,32,60.0,eim_tm,0,1.7623937677053827,0.20078177311578618,-15.530000000000001,-75.53,3.2900000000000063,0.0,0.9548210017995307,0.07152377702672327,0.8236314546545568
Sb2Se3,32,60.0,fem,0,1.0,0.22246705654595744,60.0,0.0,6.3700000000000045,-13.226508018487266,0.9502316821568547,0.9501483088229755,0.9999122599935945
Sb2Se3,32,60.0,eim_te,0,0.9750679963735267,0.21692050708538277,60.0,0.0,6.3700000000000045,-13.07906563091218,0.9514378147781049,0.9493660680307089,0.9978225095584632
Sb2Se3,32,60.0,eim_tm,0,1.3789664551223935,0.30677460834669196,59.96000000000001,-0.03999999999999204,6.4199999999999875,-4.403521188458965,0.93211062884015,0.5598096599773903,0.6006417376916975
