lambda_nm,n,k
1979.0,1.893227,0.03651793
1980.0,1.893223,0.03652027
1981.0,1.893219,0.03652261
1982.0,1.893215,0.03652494
1983.0,1.893211,0.03652728
1984.0,1.893207,0.03652961
1985.0,1.893203,0.03653193
1986.0,1.8932,0.03653426
1987.0,1.893196,0.03653658
1988.0,1.893192,0.0365389
1989.0,1.893188,0.03654121
1990.0,1.893184,0.03654353
1991.0,1.89318,0.03654584
1992.0,1.893176,0.03654815
1993.0,1.893172,0.03655045
1994.0,1.893168,0.03655275
1995.0,1.893165,0.03655505
1996.0,1.893161,0.03655735
1997.0,1.893157,0.03655964
1998.0,1.893153,0.03656193
1999.0,1.893149,0.03656422
2000.0,1.893145,0.03656651
